Key,Value
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0166,9982.777775898398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0167,9983.56851459837
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0168,9984.42817024839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0169,9985.097761473417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0170,9985.777756298423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0171,9986.508540298402
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0172,9988.49817904842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0173,9989.107723148405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0174,9989.84780202341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0175,9990.518474248409
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0176,9991.127759673416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0177,9992.33819054842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0178,9993.30817432338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0179,9994.10782907343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0180,9994.8378184734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0181,9995.628769698382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0182,9997.666555148422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0183,9998.728563723385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0184,9999.52844947338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0185,10000.267752223372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0186,10001.325288898408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0187,10002.057800673425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0188,10002.918204748392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0189,10003.648499048411
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0190,10004.31829352337
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0191,10201.917181423425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0192,10202.662203373373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0193,10203.579651723385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0194,10204.259064448417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0195,10205.2290020234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0196,10206.089424573422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0197,10206.88945814842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0198,10207.559511323392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0199,10208.228973198415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0200,10208.959128898383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0201,10211.119503223419
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0202,10211.86926502341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0203,10212.599707148373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0204,10213.389586598396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0205,10214.319692973375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0206,10214.999382873417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0207,10215.669611598372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0208,10216.421489248394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0209,10217.2691798234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0210,10219.169002023398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0211,10219.899213198423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0212,10220.739484523416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0213,10221.5498847484
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0214,10222.2899820984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0215,10223.212197973371
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0216,10224.179576223374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0217,10224.909343898416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0218,10225.699657573401
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0219,10226.380908973395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0220,10228.360643048405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0221,10229.359675598384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0222,10230.094155373394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0223,10231.019244748413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0224,10231.689621298372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0225,10232.434356848418
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0226,10233.15925532341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0227,10233.799187948405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0228,10234.530045873404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0229,10236.3195584234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0230,10236.999313023389
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0231,10237.789654423415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0232,10238.590159223379
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0233,10239.329692973375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0234,10240.119230548382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0235,10240.739187498391
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0236,10241.46959267342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0237,10242.089429523408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0238,10242.819585248411
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0239,10244.617459498406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0240,10245.567042598426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0241,10246.299720673382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0242,10246.979244298398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0243,10247.53965307343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0244,10248.279621073425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0245,10248.956298923373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0246,10249.69968552339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0247,10250.550258823394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0248,10252.239218598424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0249,10253.089394598424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0250,10253.829713698387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0251,10254.619971948385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0252,10255.419811498403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0253,10256.01948789841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0254,10256.749634373426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0255,10257.47979932338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0256,10258.449940173388
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0257,10259.30001454842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0258,10261.421102773427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0259,10262.299985698402
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0260,10263.099511098384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0261,10263.836540973425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0262,10264.640362698376
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0263,10265.429909523427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0264,10266.389988623381
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0265,10267.059524398386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0266,10267.730039548396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0267,10269.580421523393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0268,10270.319825923383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0269,10271.109455898404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0270,10271.789506148398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0271,10272.469916748405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0272,10273.079479323387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0273,10273.869922373415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0274,10274.670020623385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0275,10275.349913798393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0276,10276.020826248407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0277,10278.188342648387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0278,10279.009553023398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0279,10279.560038648426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0280,10280.229592898428
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0281,10281.139575773417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0282,10281.939553923428
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0283,10282.789886998415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0284,10283.580330023407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0285,10284.369959998368
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0286,10286.34993432343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0287,10287.089588173389
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0288,10287.939911998392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0289,10288.680018598378
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0290,10289.309870998382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0291,10290.03952777338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0292,10291.010038198412
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0293,10291.679980523408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0294,10292.430121123374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0295,10293.099601473392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0296,10295.099690023422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0297,10295.979727898419
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0298,10297.550385923385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0299,10298.290113698424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0300,10298.979643598377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0301,10299.957065123379
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0302,10300.7500582484
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0303,10301.550433698416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0304,10302.280201348423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0305,10501.661995598375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0306,10502.291238198399
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0307,10503.150801473379
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0308,10503.887877523423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0309,10504.621137698412
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0310,10505.301141748429
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0311,10506.223329923392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0312,10506.840773748398
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0313,10507.87158997339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0314,10508.731291823387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0315,10510.803059948385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0316,10511.761475948393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0317,10512.621787598371
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0318,10513.36145994842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0319,10514.165946923375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0320,10514.851088123381
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0321,10515.581936798393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0322,10516.451478648423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0323,10517.311402248382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0324,10519.741586598397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0325,10520.781716173411
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0326,10521.581703548372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0327,10522.491695673407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0328,10523.601703098417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0329,10524.22098557341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0330,10525.08102004838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0331,10526.376185798406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0332,10527.11129387343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0333,10527.8010639984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0334,10529.740680448413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0335,10530.741782648385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0336,10531.541733073413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0337,10532.15108314842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0338,10532.941184348405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0339,10533.7215194484
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0340,10534.828847448409
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0341,10535.451594698428
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0342,10536.181085198403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0343,10537.6614646734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0344,10538.451565873385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0345,10539.131080223382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0346,10539.801142648399
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0347,10540.661768448412
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0348,10541.711858148396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0349,10542.451622873425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0350,10543.12103854841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0351,10543.911075048387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0352,10544.771414423407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0353,10546.65026309842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0354,10547.60183267337
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0355,10548.391665923416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0356,10549.29175334841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0357,10550.101257348419
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0358,10550.911047773421
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0359,10551.588520223379
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0360,10552.381651948392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0361,10553.071052523375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0362,10555.141767323375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0363,10555.831324973404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0364,10556.692006198406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0365,10557.602016798377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0366,10558.52204292339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0367,10559.141343898416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0368,10559.941294323386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0369,10560.751657573403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0370,10561.722038648426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0371,10562.992100848376
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0372,10565.042904673397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0373,10565.931267273427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0374,10566.731642698407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0375,10567.47908542341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0376,10568.471825923383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0377,10569.261317298413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0378,10570.312330923378
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0379,10571.05127334839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0380,10571.736275948406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0381,10573.662060973405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0382,10574.401613198399
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0383,10575.38672192341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0384,10576.191356748403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0385,10576.81249634838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0386,10577.491992223382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0387,10578.291693198384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0388,10579.09150502342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0389,10579.786606323421
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0390,10580.471756748379
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0391,10582.428687898397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0392,10583.191468048393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0393,10584.051345473408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0394,10584.858114598394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0395,10585.602221873403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0396,10586.45187122339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0397,10587.131302423417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0398,10587.80167899841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0399,10588.532176573395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0400,10590.612038423418
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0401,10591.341806098402
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0402,10592.071305798412
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0403,10592.751328348399
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0404,10593.371710323394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0405,10594.111484298408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0406,10595.03136259842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0407,10595.7118378734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0408,10596.444349648416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0409,10597.121489473402
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0410,10599.052208348394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0411,10599.931571723402
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0412,10600.861992223381
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0413,10601.651954823375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0414,10602.382036623418
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 3) timestamp #0415,10603.121671998382
